experiment_mode,delta,seed,EKF_ARMSE,SR_EKF_ARMSE,IDEKF_ARMSE,EKF_minus_IDEKF,SR_EKF_minus_IDEKF,IDEKF_beats_EKF,IDEKF_beats_SR_EKF
fixed_horizon,0.1,1160,11.438385369613846,11.413292043472348,2.0445617320175837,9.393823637596261,9.368730311454764,1,1
fixed_horizon,0.1,1161,1.5893302893652947,0.9558569997335683,1.0235566811828818,0.565773608182413,-0.06769968144931349,1,0
fixed_horizon,0.1,1162,7.312483826648574,3.656453276964949,2.762676550928316,4.549807275720258,0.8937767260366329,1,1
fixed_horizon,0.1,1163,1.3406642565117022,1.1530659492461153,2.149594767010942,-0.8089305104992397,-0.9965288177648266,0,0
fixed_horizon,0.1,1164,5.085501747636216,1.8190912027329635,3.362272589777117,1.723229157859099,-1.5431813870441533,1,0
fixed_horizon,0.1,1165,27.746246605180804,1.615428021343038,3.618821813267514,24.127424791913292,-2.0033937919244758,1,0
fixed_horizon,0.1,1166,1.7991151095712365,1.7319900431801272,1.6482709077737043,0.15084420179753222,0.08371913540642284,1,1
fixed_horizon,0.1,1167,3.2588583285983574,2.803832462846403,2.0271783575397526,1.2316799710586048,0.7766541053066502,1,1
fixed_horizon,0.1,1168,5.435427441476936,2.4288853915616397,12.030682733188264,-6.595255291711329,-9.601797341626625,0,0
fixed_horizon,0.1,1169,2.7773835308595887,1.2570600440286743,2.96839015031916,-0.19100661945957143,-1.7113301062904858,0,0
fixed_horizon,0.1,1170,2.8084552715672846,2.01092718903833,3.2512270061698922,-0.44277173460260766,-1.2402998171315622,0,0
fixed_horizon,0.1,1171,1.1108045360677916,1.1534549079897571,3.0220911759954587,-1.9112866399276671,-1.8686362680057016,0,0
fixed_horizon,0.1,1172,1.9245235451413156,1.5098743616691506,2.3958972219336,-0.4713736767922845,-0.8860228602644495,0,0
fixed_horizon,0.1,1173,2.507345107893039,2.7447610088366594,2.5185037203371685,-0.011158612444129634,0.2262572884994909,0,1
fixed_horizon,0.1,1174,1.2221174502188494,1.9661759083117538,1.8463999583440913,-0.6242825081252419,0.1197759499676625,0,1
fixed_horizon,0.1,1175,1.8090665480716026,0.7762593200633786,3.460770940905154,-1.6517043928335513,-2.6845116208417754,0,0
fixed_horizon,0.1,1176,1.659089285944851,1.0686598356070787,1.9001046555940893,-0.2410153696492383,-0.8314448199870106,0,0
fixed_horizon,0.1,1177,1.9570703025691136,2.7127434127139116,1.4607952260124095,0.4962750765567041,1.251948186701502,1,1
fixed_horizon,0.1,1178,2.939200158844264,3.553765389102821,1.136860614881843,1.802339543962421,2.4169047742209777,1,1
fixed_horizon,0.1,1179,1.209047273476898,1.2049255248928357,3.938788903985922,-2.729741630509024,-2.733863379093086,0,0
fixed_horizon,0.1,1180,2.6804967976119785,2.6804967976403957,6.232139889029909,-3.551643091417931,-3.5516430913895136,0,0
fixed_horizon,0.1,1181,1.8932602970346273,1.8502838700791453,3.404919699371602,-1.5116594023369747,-1.5546358292924567,0,0
