split,delta,filter,runs,failures,mean_ARMSE,median_ARMSE,ARMSE_90,ARMSE_95,mean_predicted_ARMSE,mean_posterior_NEES,median_posterior_NEES,mean_predicted_NEES,mean_NIS,strong_direction_RMSE,weak_direction_RMSE,mean_strong_variance,mean_weak_variance,mean_trace_contraction,mean_whitened_H_condition,mean_information_condition,mean_correction_norm
tuning,0.1,ID_p10_r1_w10_post3,30,0,205411.9500749548,206191.3326607672,254747.5939237756,258380.29870175742,198196.19144109727,4948416997248.793,1196876959.8642814,25267628548367.277,497546026890.70734,36.3340772944864,205411.94639200362,0.0001877627289742208,24208.26175330067,20.269212351812392,83660534.184945,8329182090387778.0,109262.73685200099
tuning,0.1,ID_p10_r1_w1_post1,30,0,1663718.381909273,1316797.1590991132,4638308.884103678,5090494.306405578,1606700.1946726877,96634510728466.69,24584769.392203655,309461515003700.25,10209611832546.527,21.894845743384696,1663717.9706260741,0.00018911990701046455,3236.9339243093646,2.766688924540425,42257873.04806292,9121738420995446.0,624582.1503441632
tuning,0.1,ID_p10_r1_w1_post3,30,0,423580.4419984891,414988.8992198023,653006.5897061456,1035083.6479091843,404395.8849754995,2294544832342.7256,7302526.258610276,23645935954251.086,215576429927.09293,20.301113633399265,423580.3169896776,0.0004145912125467155,15718.272592282514,6.222186729472734,27562227.963702153,4175829545394734.0,177259.2639677705
tuning,0.1,ID_p10_r2_w0_post1,30,0,3.391126632582305,2.8446349491914056,5.887950994949041,5.918836929856717,2.8774088199698014,36055445259.64539,10210.283805987037,360515235988.158,662862.0454766953,2.2217926208223022,2.3868043123009017,0.0005336865338795034,0.00018367233937906542,2.84281921897285,103474.7833334007,63824280260.90467,1.321101374019159
tuning,0.1,ID_p10_r2_w0_post3,30,0,3.453958397452368,3.0879997753519484,4.763706100397352,5.937808395574675,2.998297776200984,10421430276.57418,3665.598326511803,312583444340.17145,534251.0617996464,2.3708828451705846,2.356100088545581,0.0017201290519533998,0.0005646856674020451,5.250406620996766,122279.64540301512,94438046826.47372,1.501310535071209
tuning,0.1,ID_p10_r2_w10_post1,30,0,592706.9637678391,614190.701383061,745026.8993002287,830363.2035244273,571342.9272131473,3869527183932.546,62910131.09993244,7204902539264.257,368440672486.7314,24.76751215742457,592706.9630452645,0.00019139612069164936,13872.05034981467,8.942019414597445,42871176.941952914,4619110027398766.0,239279.51458905326
tuning,0.1,ID_p10_r2_w10_post3,30,0,203311.18031996375,199488.12182131945,255250.0423544939,270671.90121503954,197146.32232670943,2058453050502.5562,184850132.3279153,12799870793658.887,217755305483.49197,30.93768591626597,203311.17736513252,0.0004723616217990064,45862.735139545584,23.36036247215907,69959639.16460234,5301602338121338.0,107282.69864050325
tuning,0.1,ID_p10_r2_w1_post1,30,0,1920991.7425057665,1322761.1197646665,4496263.533326995,5091765.402459477,1888699.7708530237,25592731370055.8,83362.22569599723,48307056121370.15,2657692404272.795,16.814636312144838,1920990.9131770139,0.0004334711414957167,5065.674417758317,3.0150576146887276,22850264.40432211,1678306801546494.8,724156.8767309769
tuning,0.1,ID_p10_r2_w1_post3,30,0,394805.6368873239,404677.7624718973,588645.7354042443,1140497.407887656,360353.1311250084,1971719354806.2544,1264050.0886053273,5656890582330.906,206090424525.9261,22.074993024339108,394805.3711808829,0.0009747962702899282,26143.06883696104,6.865641694036547,45392839.52530017,2922045269899621.5,166441.7313165615
tuning,0.1,ID_p1_r0.5_w0_post1,30,0,2.000016294328867,1.936770029210395,2.6480334940133083,2.7729363696529905,2.469950224346125,81193902615.68277,86016.08212729286,79981987999.64081,402453.8027389351,1.121734717853161,1.6162824088241077,2.6585544039009366e-05,1.6236174728209842e-05,0.8110796373141308,99596.3871765533,651399086561.0782,0.3946345168024712
tuning,0.1,ID_p1_r0.5_w0_post3,30,0,3.481987358656506,2.3344769032035897,4.9390510998356305,7.797358299342778,3.5017126762444613,2562282746979.5034,17837.50182129128,221975832237.6591,506613.3253578735,2.201171679092539,2.558413821561155,0.00027609499357750613,7.336997195815553e-05,1.512122839339314,600163.1992425828,112769699671009.53,0.9740655321936517
